question,answer_number
"Sakura fue al paseo marítimo de vacaciones.Sus padres le dieron 1300 € para comprar lo que quisiera.En la tienda de regalos, Saltwater Taffy estaba a la venta para ""comprar 16 kg a € 22 por kg, obtener 4 kgs 1/4 de descuento"".Ella recogió 22 kgs.También compró una bolsa mixta de estrella de mar por € 11.0 y 12 llaves que tenían € 20.0 cada uno.Sakura luego donó 5 € en un puesto de caridad en el camino.¿Cuánto dinero le queda a Sakura?",582
"Kayla fue al muelle de vacaciones.Sus padres le dieron ₺1400 para comprar lo que quisiera.En la tienda de la playa, Rock Candy estaba a la venta para ""comprar 16 kgs a ₺22 por kg, obtener 6 kg 2/3 de descuento"".Ella recogió 23 kgs.También compró una bolsa mixta de vidrio marino para ₺11.0 y 14 pegatinas que fueron ₺20.5 cada una.Kayla luego donó ₺5 en un puesto de caridad en el camino.¿Cuánto dinero le queda a Kayla?",679
"Chen fue al paseo marítimo de vacaciones.Sus padres le dieron $ 1300 para comprar lo que quisiera.En la tienda de regalos, Saltwater Taffy estaba a la venta para ""comprar 16 kg a $ 22 por kg, obtener 6 kg 1/4 de descuento"".Ella recogió 23 kgs.También compró una bolsa mixta de estrella de mar por $ 11.0 y 11 llaves que costaban $ 21.0 cada uno.Chen luego donó $ 5 en un puesto de caridad en el camino.¿Cuánto dinero le queda a Chen?",580
"Fátima fue al muelle de vacaciones.Sus padres le dieron ₣ 1200 para comprar lo que quisiera.En la tienda de la playa, Rock Candy estaba a la venta para ""Comprar 16 kg a ₣ 20 por kg, obtener 6 kg 1/3 de descuento"".Ella recogió 23 kgs.También compró una bolsa mixta de vidrio marino para ₣ 11.0 y 13 pegatinas que fueron ₣ 20.0 cada una.Fatima luego donó ₣ 5 en un puesto de caridad en el camino.¿Cuánto dinero le queda Fatima?",504
"Ava fue a la costa de vacaciones.Sus padres le dieron $ 1400 para comprar lo que quisiera.En la tienda Seaside, el algodón de azúcar estaba a la venta por ""comprar 17 libras a $ 22 por libra, obtener 4 libras 1/2 de descuento"".Ella recogió 23 libras.También compró una bolsa mixta de piezas de coral por $ 11.0 y 18 alfileres que costaban $ 20.5 cada una.Ava luego donó $ 5 en un puesto de caridad en el camino.¿Cuánto dinero le queda Ava?",553
"Valeria fue a la costa de vacaciones.Sus padres le dieron 1300 € para comprar lo que quisiera.En la tienda Seaside, el algodón de azúcar estaba a la venta por ""comprar 15 libras a € 21 por libra, obtener 5 libras 1/3 de descuento"".Ella recogió 23 libras.También compró una bolsa mixta de piezas de coral por 11.0 € y 11 pines que tenían € 21.0 cada una.Valeria luego donó 5 € en un puesto de caridad en el camino.¿Cuánto dinero le queda Valeria?",605
"Sophia fue al muelle de vacaciones.Sus padres le dieron ₺1400 para comprar lo que quisiera.En la tienda de la playa, Rock Candy estaba a la venta para ""comprar 17 kg a ₺20 por kg, obtener 5 kg 1/2 de descuento"".Ella recogió 23 kgs.También compró una bolsa mixta de vidrio marino para ₺11.0 y 13 calcomanías que fueron ₺20.0 cada una.Sophia luego donó ₺5 en un puesto de caridad en el camino.¿Cuánto dinero le queda Sophia?",714
"Mei fue a la playa de vacaciones.Sus padres le dieron ¥ 1300 para comprar lo que quisiera.En la tienda de recuerdos, Fudge estaba a la venta para ""comprar 15 kilogramos a ¥ 23 por kilogramo, obtener 4 kilogramos 1/4 de descuento"".Ella recogió 20 kilogramos.También compró una bolsa mixta de dólares de arena por ¥ 11.0 y 14 postales que fueron ¥ 21.0 cada una.Mei luego donó ¥ 5 en un puesto de caridad en el camino.¿Cuánto dinero le queda mei?",553
"Sophia fue al muelle de vacaciones.Sus padres le dieron ₺1400 para comprar lo que quisiera.En la tienda de la playa, Rock Candy estaba a la venta para ""comprar 15 kilogramos a ₺23 por kilogramo, obtener 6 kilogramos 1/3 de descuento"".Ella recogió 23 kilogramos.También compró una bolsa mixta de vidrio marino para ₺11.0 y 18 pegatinas que fueron ₺20.5 cada una.Sophia luego donó ₺5 en un puesto de caridad en el camino.¿Cuánto dinero le queda Sophia?",532
"Tara fue al paseo marítimo de vacaciones.Sus padres le dieron ₣ 1200 para comprar lo que quisiera.En la tienda de regalos, Saltwater Taffy estaba a la venta para ""comprar 17 kg a ₣ 22 por kg, obtener 4 kgs 1/4 de descuento"".Ella recogió 23 kgs.También compró una bolsa mixta de estrella de mar para ₣ 11.0 y 12 llaves que fueron ₣ 20.0 cada uno.Tara luego donó ₣ 5 en un puesto de caridad en el camino.¿Cuánto dinero le queda Tara?",460
