question,answer_number
樱花去木板路休假。她的父母给了她1300欧元购买她想要的东西。在礼品店，盐水塔夫（Saltwater Taffy）以“以每公斤22欧元的价格购买16公斤，获得4公斤1/4的折扣”。她挖了22公斤。她还以11.0欧元和12个钥匙扣的价格购买了一袋海星，每袋20.0欧元。然后，樱花在一路上的一个慈善摊位上捐赠了5欧元。樱花剩下多少钱？,582
凯拉去码头度假。她的父母给了她₺1400，以购买她想要的任何东西。在海滩商店，岩石糖果（Rock Candy）以“每公斤22公斤的价格购买16公斤，可获得6公斤2/3的折扣”。她sc起了23公斤。她还购买了一袋₺11.0和14个贴纸的海玻璃袋，每个贴纸为₺20.5。然后，凯拉（Kayla）沿途在慈善机构摊位上捐赠了₺5。凯拉剩下多少钱？,679
陈去了木板路休假。她的父母给了她1300美元购买她想要的东西。在礼品店，盐水塔夫（Saltwater Taffy）以“以每公斤22美元的价格购买16公斤，获得6公斤1/4的折扣”。她sc起了23公斤。她还以11.0美元的价格购买了一袋海星，每个钥匙扣的价格为21.0美元。然后，陈在一路上的一个慈善摊位上捐赠了5美元。陈留了多少钱？,580
法蒂玛去了码头度假。她的父母给了她₣1200购买她想要的东西。在海滩商店，岩石糖果（Rock Candy）以“每公斤20公斤的价格购买16公斤，获得6公斤1/3的折扣”。她sc起了23公斤。她还购买了一个混合的海玻璃，用11.0和13张贴纸为₣20.0。然后，法蒂玛在一路上的一个慈善机构摊位上捐赠了5。法蒂玛剩下多少钱？,504
Ava去海岸度假。她的父母给了她1400美元购买她想要的东西。在海边商店，棉花糖以“每磅22美元的价格购买17磅，获得4磅1/2的折扣”。她sc起了23磅。她还以11.0美元的价格购买了一袋珊瑚块，每个销钉价格为20.5美元。然后，Ava沿途在一个慈善摊位捐赠了5美元。Ava剩下多少钱？,553
瓦莱里亚（Valeria）去海岸度假。她的父母给了她1300欧元购买她想要的东西。在海边商店，棉花糖以“每磅21欧元的价格购买15磅，获得5磅1/3的折扣”。她sc起了23磅。她还以11.0欧元的价格购买了一袋珊瑚块，每袋11列，每袋21.0欧元。然后，瓦莱里亚（Valeria）沿途在一个慈善机构摊位上捐赠了5欧元。瓦莱里亚剩下多少钱？,605
索菲亚去码头度假。她的父母给了她₺1400，以购买她想要的任何东西。在海滩商店，岩石糖果（Rock Candy）的出售是“每公斤₺20₺20公斤，获得5公斤1/2的折扣”。她sc起了23公斤。她还购买了一袋₺11.0和13个贴纸的海玻璃袋，每个贴纸为₺20.0。索菲亚随后在慈善机构沿途捐赠了₺5。索菲亚剩下多少钱？,714
梅去海滩度假。她的父母给了她1300日元以购买她想要的任何东西。在纪念品商店中，福吉（Fudge）以“以每公斤23日元的价格购买15公斤，获得4公斤1/4的折扣”。她sc起了20公斤。她还以11.0日元的价格买了一袋沙美元，每张14张明信片（每张21.0日元）。然后，梅在一路上的一个慈善机构捐赠了5日元。梅剩下多少钱？,553
索菲亚去码头度假。她的父母给了她₺1400，以购买她想要的任何东西。在海滩商店，岩石糖果（Rock Candy）以“每公斤23千公斤购买15公斤，可享受6公斤1/3的折扣”。她sc起了23公斤。她还购买了一袋₺11.0和18个贴纸的海玻璃袋，每个贴纸为₺20.5。索菲亚随后在慈善机构沿途捐赠了₺5。索菲亚剩下多少钱？,532
塔拉去木板路休假。她的父母给了她₣1200购买她想要的东西。在礼品店，Saltwater Taffy的出售是“每公斤22的17公斤，获得4公斤1/4的折扣”。她sc起了23公斤。她还购买了一个混合的海星，以₣11.0和12个钥匙扣为₣20.0。然后，塔拉（Tara）沿途在一个慈善机构摊位上捐赠了₣5。塔拉剩下多少钱？,460
